ID,SampleWeight,phosphoricacid,glycericacid,Lserine,Lalanine,Lthreonine,Betaalanine,Dmalicacid,asparticacid,Lglutamicacid,transaconiticacid,glycerol1phosphate,shikimicacid,citricacid,quinicacid,fructose,Dglucose,tyrosine,galactonicacid,mucicacid,myoinositol,caffeicacid,Dglucose6phosphate,Sucrose,loganin,chlorogenicacid,Raffinose
N7A,43.4,0.09734673,0.008413528,0.014814184,0.001499965,0.001664667,0.001305852,0.09840749,0.057079049,0.007723348,0.12066847,1.37E-02,0.010038979,0.005756727,0.033244316,0.06255343,0.07674721,0.001123503,0.000750963,6.64E-03,0.18918182,0.000568614,0.00411755,0.7648067,0.000358815,0.000854882,9.80E-04
NC230,21.9,0.132177816,0.006444951,0.016235121,0.004135496,0.00218671,0.00274831,0.04705587,0.143896596,0.002928224,0.009666523,0.001188776,0.014274565,0.015150594,0.17624578,0.832541166,0.55530068,0.001756262,0.004213683,0.006419729,0.12607336,5.95E-04,0.001517498,0.09978939,1.59E-02,0.019549235,3.56E-03
NC250,28.8,0.099338752,0.008847364,1.17E-02,1.18E-02,7.11E-04,0.002602661,7.26E-02,1.03E-01,9.68E-03,0.313215224,0.007944744,1.30E-01,3.30E-02,9.05E-02,1.73E-01,1.24E+00,2.21E-03,7.53E-03,0.006743354,0.80903622,0.003814571,3.33E-03,0.418044136,1.07E-02,9.65E-02,0.00848337
NC262,28.9,0.153080383,0.014231221,0.037129427,0.009458099,0.002071438,0.005349379,0.03979475,0.116204376,0.008769456,0.403670048,0.004997896,0.064366636,0.046950028,0.10249101,0.214719992,0.17290228,0.011230941,0.000802131,0.010147843,0.1729739,5.10E-04,0.002504457,2.06272894,4.74E-03,0.029264573,6.23E-03
NC290A,25,0.082630133,0.013674376,2.77E-02,0.003079855,0.001337129,9.56E-04,0.080452841,0.013799174,4.47E-03,0.5655156,5.74E-03,0.014258255,0.028569996,0.06670715,0.156036303,0.126795514,0.003066483,0.00102959,0.011760052,0.25436879,3.96E-03,0.007476781,0.15279911,3.27E-02,3.14E-02,0.004176301
NC294,24.3,0.13507405,0.003920158,0.020058906,0.005355378,0.005848734,0.001194949,0.10784011,0.058499091,0.014274244,0.161337513,0.004461569,0.004617478,0.037364838,0.01873047,0.151311042,0.15392092,0.005235776,0.003439615,0.002873643,0.54817389,2.17E-03,0.004174311,0.06729363,5.17E-03,0.017374276,2.75E-03
NC310,25.4,0.30561453,0.01488039,0.006293648,0.001290428,0.002604462,0.00236616,0.12237373,0.04914643,0.020997559,0.264599346,3.71E-03,0.018019908,0.02012978,0.103337668,0.050768457,0.17320064,0.004832361,0.000953208,0.007811137,0.27068754,0.010204274,0.005409007,1.23934314,0.001535475,0.023839199,2.60E-03
NC326,23.1,0.243920445,0.013917221,0.069460228,0.006463548,0.006568987,0.002454814,0.303320965,0.155985807,0.011533861,0.540826275,0.01725,0.031898556,0.016238086,0.058117412,0.292644977,0.211446695,0.011022854,0.002319956,0.00915,0.260170795,0.005147837,0.006275372,1.26110967,0.002993943,0.015379831,0.002785
NC328,29.4,0.01949725,0.002750483,0.016261171,0.004181516,0.001539166,0.001719771,0.03928094,0.029873393,0.005774748,0.31490015,1.55E-03,0.005160462,0.005439997,0.011437912,0.715455618,0.51662943,0.001508107,0.000748877,9.20E-05,0.09491983,0.000756929,0.0014874,0.54938364,0.004505914,0.006092244,7.80E-04
NC342,30.1,0.109303563,0.009934978,7.64E-03,0.008904216,0.001581186,5.61E-04,0.080348196,0.03755873,NA,0.32361427,3.94E-03,0.035464727,0.015955452,0.26192821,0.058697055,0.081661008,0.004495697,0.001461529,0.008225588,0.2418292,1.39E-02,0.001505973,0.22604476,1.44E-03,8.36E-03,0.001517939
NC368,19.5,0.56777053,0.015694844,0.00404352,0.03213637,0.00171528,0.000612961,0.03730173,0.008666029,0.002952044,0.28780242,0.004349278,0.0114923,0.00740035,0.05753884,0.146578693,0.43367875,0.000795115,0.001259173,0.007367823,0.1051373,0.00246341,0.002248006,NA,0.000242149,0.03738919,0.00380354
ND247,41.9,0.29071413,0.012349749,0.003362674,0.0081783,0.001790923,0.001449443,0.21816826,0.027473094,0.001004784,0.3516743,7.87E-03,0.021970123,0.022638341,0.08535502,0.073833173,1.80439245,0.005087792,0.004753683,1.76E-02,0.57796925,0.003928237,0.008205324,1.28178702,0.001004784,0.01143095,8.14E-03
ND259,24.7,0.02695379,0.003741319,0.000538541,0.000779598,0.001214519,0.001502794,0.01285083,0.011690211,0.006704293,0.25799865,3.88E-03,0.013273222,0.011040964,0.040144288,0.012398367,0.23854824,0.00492701,0.001138063,2.31E-03,0.2010398,0.002236018,0.002164575,1.23580168,0.001287214,0.020968933,1.90E-03
ND265,28.5,0.71643035,0.011316733,0.004676311,0.001795219,0.013565972,0.004944551,0.35291496,0.49993016,0.029646442,0.300856574,7.52E-03,0.00886383,0.027952559,0.114138952,0.021466126,0.04131884,0.027518408,0.001684942,0.015534056,0.38544746,0.006967277,0.004324619,0.10009361,0.001018317,0.031005523,2.96E-03
NKH8431,22.1,0.092061309,0.004822997,0.011590865,0.003302485,0.002352732,0.000972023,0.08342033,0.08214973,0.014220729,0.284026735,0.006409494,0.004634119,0.008707376,0.04228814,0.303311896,0.27261874,0.001633097,0.001252041,0.002581613,0.26644803,1.33E-03,0.001485046,1.26513148,1.65E-03,0.048580925,2.79E-03
NORTH_7,25.3,0.077694885,0.014714828,9.46E-03,9.46E-03,1.61E-03,0.003919893,7.18E-02,4.13E-01,1.71E-02,0.45146239,0.00167431,5.55E-02,1.79E-02,2.52E-01,4.69E-01,4.40E-01,8.54E-03,6.50E-04,0.004599824,0.449146341,0.005120062,1.90E-03,0.156123857,2.50E-02,1.34E-01,0.027030965
NP899,23.25,0.283839932,0.021223405,0.009615,0.009625,0.0027055,0.002478363,0.168,0.11525,0.018055,0.383134198,0.017620297,0.03005,0.01705,0.4885,0.22485,0.9495,0.002405,0.002775,0.006566063,0.298706486,0.005522112,0.005605,0.526588546,0.003335,0.08505,0.00922658
NQ508,30.1,0.12658531,0.020012654,0.004304915,0.01946546,0.004256465,0.002148895,0.13079617,0.058129891,0.013667144,0.21021403,0.005405013,0.131862072,0.01506649,0.89071843,0.040582482,0.23868268,0.002771619,0.000473099,0.005825387,0.316838,NA,0.001973621,0.13454847,0.008668255,0.019075006,0.001339497
NS501,34.4,NA,NaN,0.0390625,NA,NA,NaN,0.34263393,NA,0.126116071,0.37170213,NA,0.425223214,NaN,0.56808036,1.936383929,1.65848214,NaN,0.032366071,NaN,0.4587054,NaN,0.012276786,2.89649906,NA,0.294642857,NaN
NS701,21,0.20356506,0.007769421,0.004643971,0.000533909,0.001925887,0.000492306,0.22988263,0.06972544,0.01598608,0.22496166,1.06E-02,0.006193695,0.012144703,0.02257327,0.01558911,0.0451292,0.003132384,0.000856335,0.009953595,0.17751444,2.80E-03,0.006646131,0.2077976,0.000260021,0.01172867,0.005560977
NY_166_(Neveh_Yaar),26.4,0.17864146,0.005345579,0.00515186,0.000916235,0.004951161,0.002251321,0.02008388,0.59099971,0.061635587,0.347795325,1.20E-02,0.002005246,0.009940717,0.007659727,0.01673831,0.10676323,0.006825517,0.000785345,0.001123915,0.32802272,0.004706832,0.004600374,0.21782879,0.00207331,0.017593463,4.56E-03
NY6371,24.6,0.15197657,0.014509206,0.031521066,0.008944025,0.006584336,0.003940693,0.153003135,0.134856293,0.01613988,0.350806415,0.003465906,0.027810499,0.014955666,0.095835315,0.095224305,0.31813668,0.004595293,0.001530554,0.002935153,0.62278453,0.002037,0.00199184,0.195469085,0.0013185,0.008944908,0.0014235
OC19,28.5,0.127919896,0.005864386,1.76E-02,1.76E-02,2.42E-03,0.019921805,6.77E-02,2.00E-01,2.24E-02,0.07070617,0.002221719,9.20E-03,NaN,3.07E-02,4.40E-02,3.74E-02,2.31E-02,8.45E-04,0.000255438,0.137492295,0.056740551,2.01E-03,0.110171964,1.57E-03,2.65E-02,0.001789256
Oh33,23.3,0.12789002,0.019813812,0.055929178,0.008091538,0.003931714,0.000570273,0.22398732,0.151233183,0.00805352,0.08933963,6.54E-03,0.024733999,0.021679872,0.086741664,0.024705486,0.0539985,0.012273538,0.001485878,1.25E-02,0.29943758,0.007331174,0.00597836,1.93242107,0.00108035,0.010999929,1.84E-03
Oh40B,24.3,0.1684295,0.03230374,0.001704525,0.001688078,0.006463738,0.003814249,0.20164083,0.13103462,0.011203514,0.42069179,0.008962213,0.134445162,0.014540795,0.99153868,0.40351491,0.38355701,0.007707743,0.000799931,0.007586632,0.2988421,6.73E-03,0.003694633,0.10129158,0.006785206,0.006677552,0.008805218
Oh43,26.2,0.0433551,0.013093861,0.017315055,0.002734413,0.001489673,0.001694453,0.02058639,0.046157769,0.004721981,0.22674966,1.54E-03,0.039398028,0.017645193,0.419686165,0.014718046,0.01748257,0.002413189,0.000632408,5.81E-03,0.0979249,0.002567778,0.002935177,0.45754248,0.000515965,0.010130577,1.13E-03
Oh7,29,0.037358015,0.006215783,0.006154955,0.004551456,0.001741783,0.000849055,0.03485733,0.148149461,0.006544097,0.416934735,0.0009175,0.007889836,0.015334661,0.043867778,0.034347064,0.05254455,0.00261353,0.000776533,0.0032,0.23866334,0.001775245,0.001605068,3.35985103,0.006823344,0.012813633,0.0013219
OQ403,31.2,0.07340415,0.009321137,0.021740471,0.019889986,0.003708779,0.001405432,0.10314465,0.0928444,7.14E-04,0.2350401,0.013820081,0.023818949,0.017099423,0.08995702,1.15875369,1.19058517,0.009697481,0.004061699,0.00334649,0.78732769,4.66E-03,0.005304725,9.77299431,0.002589118,0.031530086,0.002835849
OQ603,22.6,0.08924062,0.008456796,0.001378799,0.00138001,0.003267233,0.000898217,0.0744842,0.10653795,0.013957466,0.19330136,0.00421024,0.015243054,0.011782135,0.04869134,0.984947969,0.54693534,0.0045734,0.0007009,0.003106232,0.3612248,NaN,0.001955014,0.13772722,0.00242107,0.040391913,0.004650875
Os420,24.3,0.08393642,0.015127821,0.004751302,0.01940156,0.003487537,0.010862208,0.11042839,0.031446311,0.012504453,0.26865352,0.006567356,0.036053044,0.010158853,0.11834722,0.287672263,0.3188002,0.007743404,0.001231278,0.007801882,0.5393873,0.000276144,0.004268862,3.81764261,0.001829048,0.144334003,0.024110625
OS602,28.6,0.05721334,0.007428858,0.014942805,0.024951801,0.002514685,0.002353672,0.03217776,0.02794822,1.24E-03,0.4573598,0.006394709,0.011513094,0.018585891,0.03919557,0.04644771,0.05650645,0.004851339,0.000768412,0.011044454,0.35672134,8.86E-03,0.003289643,0.09974038,0.009125387,0.006020321,0.001451736
Pa392,29.4,0.15660873,0.006245314,0.004652219,0.02404506,0.001250262,0.001219095,0.08553143,0.011399795,0.001795078,0.19259747,0.002764241,0.008941827,0.006182981,0.0329701,0.631924462,0.423874,0.005054389,0.001159159,0.000543019,0.1125439,0.001772902,0.003065119,1.34148928,0.006139227,0.013025255,0.007424851
Pa405,28.8,0.385734428,0.015768385,9.29E-03,9.29E-03,2.54E-03,0.002741561,2.31E-01,6.52E-01,3.37E-02,0.473448629,0.007744821,1.44E-02,2.04E-02,4.61E-02,1.79E-01,1.63E-01,4.33E-03,2.49E-03,0.003404899,0.565655971,0.005324344,2.31E-03,0.222831961,7.07E-03,7.80E-03,0.005137339
Pa762,22.2,0.074924052,0.00740913,0.010545,0.010555,0.000725,0.001538773,0.065205,0.08319,0.007135,0.204607872,0.003620067,0.111775,0.01647,0.0937,0.3008,0.672,0.002015,0.001997,0.00512581,0.203606633,0.00291542,0.001765,1.753157327,0.0054,0.0297,0.005075787
Pa880,23.2,0.26277768,0.063632456,0.00720182,0.000814643,0.005311025,0.002681664,0.16010578,0.3569212,0.022231499,0.284827975,1.18E-02,0.083535726,0.017890437,0.246659173,0.390362747,0.92166657,0.011132391,0.001367775,0.010078428,0.31723669,0.004060533,0.007417368,0.2979054,0.013661904,0.027230298,2.02E-02
Pa91,24.2,0.05926137,0.00584377,0.033515931,0.006927791,0.003046145,0.001493487,0.03876675,0.077909838,0.004215373,0.2724837,3.79E-04,0.02559756,0.013562092,0.092326365,0.079519301,0.102679,0.001907687,0.000880471,3.16E-03,0.13604222,0.002213012,0.0037207,1.46438923,0.009524233,0.01796918,1.38E-03
PH207,23.4,0.06650435,0.002794924,0.005512583,0.003730342,0.002001672,0.000473891,0.08971571,0.06692467,9.22E-04,0.2017436,0.004585406,0.027580426,0.013685133,0.10423942,0.35322561,0.3016725,0.002643485,0.000936449,0.004783203,0.46117168,3.16E-03,0.001672009,0.65770635,0.008090135,0.010403957,0.000172043
PHAA0,23.7,0.06445368,0.004237478,0.011549597,0.001230357,2.98E-03,3.30E-03,0.02318797,0.32434273,0.020054561,0.3088517,0.010639333,0.048665351,0.010661839,0.29255352,0.009167656,0.008895077,0.005536604,0.001029048,0.005399064,0.25430619,0.002390693,0.001125326,0.1387837,0.004121194,2.49E-02,1.30E-03
PHB09,31,0.13953234,0.009566351,0.032054139,0.001621689,0.002958776,0.000829639,0.08334244,0.074184195,0.016633047,0.35163278,3.76E-02,0.008849479,0.016923018,0.045138787,0.026489369,0.04236796,0.012390882,0.002266068,1.33E-02,0.4123519,0.003028584,0.005552404,6.95364388,0.010208046,0.008258798,5.72E-04
PHB47,23.4,0.15653698,0.018564945,0.015963267,0.002576284,0.002557816,0.00328961,0.07053155,0.22690232,0.01853955,0.33737589,3.42E-02,0.014970613,0.011840289,0.12778232,0.10720436,0.9991851,0.00842602,0.000928016,0.00370514,0.47440568,2.04E-03,0.005845118,0.17865,0.001211962,0.052922328,0.006138298
PHBA6,25.2,0.051541106,0.005596289,1.31E-03,0.000510741,0.000369641,1.13E-03,0.020318345,0.123293241,1.18E-02,0.17962246,2.27E-03,0.004835146,0.015300365,0.01799716,0.005898361,0.007851895,0.004801362,0.000602158,0.003785842,0.11892313,3.35E-03,0.00156402,0.16874549,3.56E-03,1.10E-02,0.000395476
PHBB3,24.1,0.130281667,0.025924745,0.010731885,0.002678754,0.001579778,0.00071096,0.0298531,0.035999896,0.003730734,0.415266254,0.006408283,0.041902072,0.026298301,0.18638848,0.143923669,0.55853161,0.005033358,0.003286083,0.015268776,0.11262093,2.75E-04,0.001432766,0.10678275,3.95E-03,0.006533605,5.37E-04
PHBW8,27.3,0.12037303,0.008118417,0.006396753,0.003277694,0.002108922,0.009015409,0.09019491,0.27218509,0.014995742,0.19144202,1.17E-02,0.008405361,0.00741972,0.034001703,0.24625398,0.42717803,0.005642066,0.001374065,0.003656787,0.39633388,0.005125334,0.00865148,2.86328626,0.002131084,0.073839101,4.59E-03
PHEG9,23.4,0.11068489,0.01698943,0.004222146,0.004216214,0.005321061,0.002891881,0.1026158,0.01003853,0.011996116,0.34462026,0.009964384,0.02899741,0.018465031,0.12311108,0.118521148,0.29644747,0.00616638,0.001440008,0.008899578,0.3347968,5.90E-03,0.008757209,1.93760263,0.001813729,0.030587203,0.004549893
PHG39,25.3,0.05713367,0.02452173,0.004703797,0.004875444,0.002916264,0.000902597,0.05740136,0.064622139,0.005290023,0.1280771,1.96E-03,0.02577968,0.011032528,0.168603183,0.093926921,0.84503669,0.003292938,0.002011298,3.76E-03,0.0860215,0.002333485,0.001821777,9.79239716,0.000563827,0.008999909,1.44E-03
PHG47,28.8,0.07964579,0.004840341,0.007109682,0.001798122,2.30E-03,1.33E-03,0.10931086,0.11931292,0.008799365,0.4150038,0.007517808,0.009881787,0.020059318,0.04054648,0.07545411,0.10125874,0.003083622,0.001547726,0.01285697,0.83503863,0.008201962,0.002143157,0.10231723,2.81E-02,0.006821824,0.000871459
PHG50,28.3,0.18665361,0.010818441,0.013760914,0.03107793,0.002428397,0.006023664,0.42187352,0.190870665,0.056403101,0.08495377,0.003397797,0.024559772,0.025088535,0.09124439,0.147210118,0.1501836,0.003384741,NA,0.008055488,0.8200653,0.000507548,0.00419747,2.52490894,0.034614443,0.182087311,0.01377397
PHG71,21.5,0.08752317,0.007704686,0.030170655,0.002613043,0.007182422,0.002378628,0.17567201,0.18264243,0.043016969,0.371196469,6.10E-03,0.017463955,0.030191338,0.069028472,0.089574301,0.3052607,0.004845162,0.000848033,0.004922726,0.46478562,0.011253668,0.005008908,1.58120461,0.001089343,0.047893156,4.47E-03
PHH93,20.1,0.15481338,0.001910613,0.003083376,0.02598815,0.000873592,0.001044816,0.09557552,0.104845537,0.05483442,0.1971141,0.010317254,0.004730298,0.009728319,0.01775085,0.090925321,0.04208724,0.001660631,0.001878895,0.001291034,0.2189154,0.001292916,0.001169,3.472693,0.002089363,0.038626468,0.002560296
PHHH9,25.5,0.238920774,0.006356163,0.016958216,0.002809257,0.003248261,0.002162074,0.02379339,0.03273733,0.00695003,0.101545025,0.005625703,0.119126965,0.013942994,0.202307025,0.1524338,0.235939665,0.004426949,0.00406492,0.020982011,0.046731781,0.004215138,0.006003792,0.042016758,0.00425565,0.007749985,0.062776015
PHJ33,19.7,0.063812485,0.008302809,3.61E-02,3.62E-02,2.65E-03,0.00733606,1.39E-01,5.99E-02,2.42E-02,0.180496953,0.001512155,1.03E-02,4.52E-02,3.07E-02,2.64E-01,1.69E-01,4.25E-03,1.76E-03,0.003679734,0.791107684,0.005732614,3.72E-03,0.75501854,2.93E-02,2.58E-02,0.107679034
PHJ70,20.8,0.064955123,0.007414284,1.58E-02,0.009560305,0.002672639,1.47E-03,0.086265466,0.096552212,1.10E-03,0.28619207,8.51E-03,0.042100311,0.018213078,0.56310884,0.037895692,0.068926615,0.013463108,0.001823389,0.007347676,0.21877966,1.76E-03,0.0023396,0.09053989,1.58E-03,9.50E-03,0.001398764
PHJ89,36.1,0.14998772,0.018727754,0.002922962,0.003555493,0.000365643,0.001416865,0.06866082,0.101010659,0.007773713,0.54020403,1.81E-02,0.004136331,0.012340436,0.018916289,0.032949726,0.05890273,0.006560618,0.001256896,1.19E-02,0.15072852,0.001729185,0.004166802,20.67896901,0.000289467,0.016101603,8.74E-04
PHJR5,29.4,0.158052049,0.022179063,3.65E-02,0.016016131,0.00257382,2.82E-03,0.044047169,0.011089531,NA,0.27387548,4.08E-03,0.083484316,0.030235832,0.37739436,0.423249203,0.767517339,0.009693974,0.004638122,0.016047976,0.27755299,4.45E-02,0.001625965,1.89954052,2.27E-04,4.65E-03,0.002957833
PHK29,27.1,0.241354577,0.017447562,0.022071966,0.007158905,0.008237127,0.009182901,0.064165143,0.178833993,0.028292436,0.241916431,0.010804962,0.022348486,0.022799252,0.085690742,0.307848575,0.159575393,0.011182417,0.00650289,0.019246403,0.170142737,0.005970366,0.006806474,0.171774044,0.000967307,0.041666685,0.115018294
PHK35,21.4,0.055843308,0.004642184,0.032219303,0.007335946,0.002013176,0.003615947,0.04198017,0.04147509,0.01072905,0.282895616,0.007969194,0.003762871,0.016123272,0.01722587,0.103603992,0.07460407,0.00245127,0.001816682,0.000834655,0.33440338,1.86E-03,0.001422353,1.70705007,7.53E-03,0.036837372,7.59E-03
PHK42,48,0.17877948,0.021050272,0.006230499,0.003661623,0.004489035,0.005108511,0.37482198,0.7870432,0.186499105,0.009324009,3.38E-02,0.220863779,0.018064441,0.801890052,0.907709986,0.83061446,0.027044677,0.012510817,0.008161488,0.81627446,0.011045517,0.00667128,17.57223265,0.067205568,0.18303892,4.11E-03
PHK46,21.3,0.07047471,0.005047991,0.033645618,0.00687997,3.74E-03,1.36E-03,0.03337379,0.026451704,0.006416711,0.2857867,0.004230588,0.030088861,0.025885073,0.1985237,0.03866681,0.02716382,0.00618891,0.001897065,0.014542886,0.26077843,0.011457045,0.003104984,0.08904446,1.19E-02,0.010369727,0.000329258
PHK56,27.6,0.10415487,0.008477564,0.00710368,0.007104812,0.004054881,0.002159283,0.11630819,0.04805537,0.021532854,0.26386079,0.010503307,0.009519859,0.014897697,0.04887699,0.189401291,0.15920414,0.00864845,0.001183758,0.011233253,0.2981316,2.46E-03,0.002490871,0.10181026,0.011873795,0.034757898,0.00211062
PHK74,27.5,0.141634734,0.004349205,2.79E-03,0.00856701,0.001376446,6.00E-04,0.095155613,0.050734655,9.65E-04,0.31206408,5.04E-03,0.012598774,0.011966494,0.05651495,0.258075822,0.166885623,0.001234638,NA,0.004115027,0.37179654,4.12E-03,0.0018422,0.08156763,2.39E-03,4.99E-03,0.001134462
PHK76,25.15,0.096453502,0.008342252,0.02543956,0.007193398,0.00399963,0.003397823,0.092867525,0.121489768,0.005098459,0.150286949,0.00161858,0.02528506,0.015893851,0.11265773,0.02534272,0.056736165,0.001295584,0.00726334,0.009518685,0.161459245,0.000621,0.002205091,0.145540845,0.02295,0.028438765,0.0034
PHK93,19.2,0.03460713,0.007241472,0.070752353,0.009015204,0.00234813,0.001044362,0.05158138,0.035326392,0.000833805,0.08062868,2.53E-03,0.026922645,0.008332999,0.091686574,1.42694232,1.29038186,0.004831017,0.003062339,2.39E-03,0.10376749,0.002144311,0.002750715,1.28237557,0.000392478,0.012567719,1.04E-02
PHKE6,28.7,0.09534791,0.005930746,0.005004133,0.00757538,0.004593236,0.001850083,0.29736015,0.0647445,9.12E-05,0.2218681,0.006568055,0.01255226,0.020500801,0.02660765,0.76109355,0.51973273,0.004537681,0.001660357,0.010682261,0.67843207,7.83E-03,0.004133074,0.05701759,0.00535633,0.017097278,0.004921324
PHM10,28.8,0.35418894,0.02251324,0.00313799,0.02491691,0.003358659,0.001054724,0.19764226,0.056720697,0.015012982,0.50198649,0.006024143,0.010766659,0.013898416,0.07021144,0.04939872,0.47636983,0.005943106,0.001671849,0.012249008,0.4061758,0.001438713,0.00296719,0.15538238,0.014119085,0.049397474,0.001373884
PHN34,20.5,0.12810664,0.008015449,0.006475128,0.02438907,0.004230109,0.001393991,0.04985829,0.101260753,0.013870598,0.27070502,0.00129387,0.013782029,0.022259575,0.03369454,0.469166609,0.2103887,0.001680876,0.000978104,0.008473695,0.3633735,0.005341066,0.003741057,0.12468079,0.000658488,0.086537203,0.013855194
PHN46,23.9,0.4371747,0.020973424,0.004897264,0.001897011,0.002612819,0.001991507,0.1454674,0.10177946,0.01483354,0.39240593,3.64E-02,0.027082601,0.015655652,0.12417032,0.66841863,1.18524887,0.003631015,0.001637146,0.00868656,0.24318352,4.51E-04,0.011722249,2.0724046,0.000907163,0.011022978,0.007387238
PHN66,21.6,0.68009379,0.011875377,0.001951475,0.000457946,0.000805569,0.000764978,0.03227063,0.03382869,0.006777603,0.172085327,2.28E-03,0.243310968,0.018700857,0.997300615,0.052343248,0.77284246,0.005969953,0.002277241,0.012177205,0.11008089,0.019164007,0.00493437,0.07783711,0.018396947,0.034392799,3.52E-03
PHN82,26.9,0.27932307,0.007744922,0.005016991,0.0280023,0.004469557,0.001956442,0.47401328,0.099418195,0.01952746,0.19299217,0.011429131,0.01601649,0.013367094,0.11998047,0.069316248,0.27950554,0.003866687,0.001307374,0.010188742,0.7447599,NA,0.00411615,0.09190286,0.004014517,0.029097163,0.002337567
PHP02,25.5,0.11809796,0.014065905,0.080528311,0.017986574,0.007563158,0.006217434,0.4061637,0.211138361,0.002025719,0.41989556,1.27E-03,0.014232337,0.011959348,0.028638239,0.275913802,0.27737365,0.001892573,0.001714252,2.24E-03,0.21983564,0.001153138,0.003430883,7.92949658,0.003357177,0.003461791,1.99E-03
PHP38,21.5,0.25568661,0.008212751,0.003228801,0.0252086,0.00196522,0.001117581,0.06424937,0.119250326,0.010968891,0.05438874,0.002378011,0.007160292,0.008499499,0.03748203,0.03189728,0.09947523,0.003042888,0.009860764,0.00829573,0.3942992,0.000892805,0.001375969,0.15580195,0.00023528,0.114229613,0.000441151
PHP76,13.4,0.17023759,0.009610371,0.050766535,0.001888571,0.005727671,0.003281478,0.08287683,0.08720012,0.02146041,0.21239527,5.90E-03,0.015032842,0.009692982,0.02781454,0.07048983,0.51743635,0.006560662,0.001624676,0.005362808,0.23988524,3.04E-03,0.005931903,0.4661929,0.020235018,0.021263062,0.003680763
PHP85,23.9,0.126775788,0.01446398,0.011627544,0.002984103,0.004507534,0.000892155,0.1042295,0.072118088,0.007528554,0.375462777,0.005077283,0.018260252,0.011290371,0.12628233,0.032200014,0.25856118,0.001380686,0.002846281,0.00339634,0.2432235,9.92E-04,0.001333925,0.16370043,4.94E-03,0.012176372,6.12E-04
PHPR5,24.3,0.21493493,0.027399332,0.008683505,0.004927811,0.002785394,0.002275533,0.16289152,0.086847015,0.00622381,0.27399843,1.26E-02,0.145845117,0.008898692,1.314286331,0.103052028,1.44708606,0.003503719,0.002089673,7.16E-03,0.12393871,0.003345486,0.006967251,0.07468156,0.019163709,0.014886409,8.89E-04
PHR03,28.3,0.060322576,0.012408248,2.44E-02,2.44E-02,3.77E-03,0.001497525,1.49E-01,1.21E-01,9.21E-03,0.183363368,0.000967313,2.38E-02,2.13E-02,1.15E-01,2.42E-01,2.96E-01,3.17E-03,5.23E-03,0.006886286,0.322715305,0.002692441,2.16E-03,1.001843054,4.10E-03,2.00E-02,0.006935428
PHR31,24.2,0.09021736,0.006218843,0.002241662,0.02705898,0.001674443,0.000620433,0.09705906,0.01670029,0.005569988,0.19640035,0.002863909,0.009379664,0.007298251,0.04317814,0.073056888,0.08282357,0.000838733,0.000495863,0.005199906,0.2769417,NaN,0.001611554,0.12481457,0.006498219,0.025035619,0.000592616
PHR36,25.4,0.49363319,0.008463567,0.0037231,0.0037231,0.014903994,0.001128959,0.3888951,0.04544385,0.015880782,0.25567209,0.006672305,0.017611176,0.019961844,0.05439436,0.043542443,0.07859523,0.001491269,0.000371006,0.016102516,0.5001258,1.19E-03,0.009447602,0.13837882,0.007233161,0.014457627,0.007253451
PHR58,21.8,0.128421873,0.004013989,0.036885464,0.00814632,0.001385897,0.001082392,0.046022,0.052180241,0.002950113,0.185335017,0.003351833,0.006009712,0.006433974,0.02137533,0.23960678,0.12678198,0.000778888,0.001176986,0.00177836,0.22931621,9.09E-04,0.000915747,0.89042162,6.78E-03,0.027912356,1.76E-03
PHR62,24.7,0.061715897,0.009294417,1.88E-02,0.011464733,0.008854283,3.07E-03,0.329162583,0.297254383,1.36E-02,0.37068533,2.88E-03,0.034828261,0.033201283,0.11210669,0.386592485,0.388471402,0.009947029,0.003175036,0.014469786,0.70748358,9.53E-03,0.004744341,0.21845202,1.10E-02,4.53E-02,0.004431694
PHT10,23.7,0.122828148,0.00990117,0.007219217,0.002006171,0.002988966,0.001460076,0.07910702,0.084187735,0.002560206,0.15768804,0.00145743,0.078404774,0.012573418,0.55460932,0.045334708,0.51714491,0.000759593,0.002649311,0.012264641,0.17859777,8.05E-04,0.002252311,0.12189683,6.39E-03,0.005310972,3.13E-04
PHT11,23.1,0.1959966,0.009223067,0.004292739,0.02812541,0.003054202,0.001863302,0.12266093,0.047617704,0.018283073,0.23225241,0.004899182,0.019574742,0.016187088,0.05600531,0.095752076,0.14904946,0.001075475,0.001029671,0.008986719,0.4563458,0.000928903,0.005703498,0.13615508,0.000597283,0.115400104,0.007826965
PHT22,33.2,0.0952327,0.008346804,0.015673709,0.002749295,2.16E-03,1.53E-03,0.18988723,0.458709244,0.008084154,0.3875132,0.016506001,0.015649831,0.023950586,0.05749471,0.157434642,0.08409397,0.00864527,0.000610575,0.011710085,0.83059399,0.006934635,0.003400803,0.47364853,8.58E-03,0.016992074,0.002677663
PHT47,23.3,0.1584599,0.012531279,0.000356827,0.005757615,NA,1.69E-03,0.09288992,0.04703463,0.003801114,0.2784418,0.005108976,0.024988471,0.01598615,0.10987398,0.078914702,0.38551978,0.002605139,0.000910211,0.005533842,0.51192573,0.003193299,0.003956848,0.20152722,0.000234357,3.36E-02,1.51E-06
